,Season,Round,TrackType,Circuit,Weather,Rainfall,Driver,Team,GridPosition,FinishingPosition,Q1,Q2,Q3,MeanDeltaQ1,MeanDeltaQ2,MeanDeltaQ3
37,2018,2,Mid-Circuit,Sakhir,27.982524271844653,0,RAI,Ferrari,2,18,88.951,88.515,88.101,0.0 ,0.0 ,0.0 
38,2018,2,Mid-Circuit,Sakhir,27.982524271844653,0,VER,Red Bull Racing,15,19,89.374,1000,1000,0.0 ,0.0 ,0.0 
39,2018,2,Mid-Circuit,Sakhir,27.982524271844653,0,RIC,Red Bull Racing,4,20,89.55199999999999,88.962,88.398,0.0 ,0.0 ,0.0 
40,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,RIC,Red Bull Racing,6,1,93.877,92.688,91.948,0.0 ,0.0 ,0.0 
41,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,BOT,Mercedes,3,2,92.921,92.063,91.625,0.0 ,0.0 ,0.0 
42,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,RAI,Ferrari,2,3,92.474,92.286,91.182,0.0 ,0.0 ,0.0 
43,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,HAM,Mercedes,4,4,93.283,91.914,91.675,0.0 ,0.0 ,0.0 
44,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,VER,Red Bull Racing,5,5,92.932,92.809,91.796,0.0 ,0.0 ,0.0 
45,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,HUL,Renault,7,6,93.545,92.494,92.532,0.0 ,0.0 ,0.0 
46,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,ALO,McLaren,13,7,93.428,93.232,1000,0.0 ,0.0 ,0.0 
47,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,VET,Ferrari,1,8,92.171,92.385,91.095,0.0 ,0.0 ,0.0 
48,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,SAI,Renault,9,9,93.315,92.97,92.819,0.0 ,0.0 ,0.0 
49,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,MAG,Haas F1 Team,11,10,93.359,92.986,1000,0.0 ,0.0 ,0.0 
50,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,OCO,Force India,12,11,93.585,93.057,1000,0.0 ,0.0 ,0.0 
51,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,PER,Force India,8,12,93.464,92.931,92.758,0.0 ,0.0 ,0.0 
52,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,VAN,McLaren,14,13,93.824,93.505,1000,0.0 ,0.0 ,0.0 
53,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,STR,Williams,18,14,94.285,1000,1000,0.0 ,0.0 ,0.0 
54,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,SIR,Williams,16,15,94.062,1000,1000,0.0 ,0.0 ,0.0 
55,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,ERI,Sauber,20,16,94.914,1000,1000,0.0 ,0.0 ,0.0 
56,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,GRO,Haas F1 Team,10,17,93.238,92.524,92.855,0.0 ,0.0 ,0.0 
57,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,GAS,Toro Rosso,17,18,94.101,1000,1000,0.0 ,0.0 ,0.0 
58,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,LEC,Sauber,19,19,94.454,1000,1000,0.0 ,0.0 ,0.0 
59,2018,3,Mid-Circuit,Shanghai,19.446428571428573,0,HAR,Toro Rosso,15,20,94.013,93.795,1000,0.0 ,0.0 ,0.0 
60,2018,4,Low-Street,Baku,16.66140350877193,0,HAM,Mercedes,2,1,102.693,102.676,101.677,0.0 ,0.0 ,0.0 
61,2018,4,Low-Street,Baku,16.66140350877193,0,RAI,Ferrari,6,2,102.538,102.51,102.49,0.0 ,0.0 ,0.0 
62,2018,4,Low-Street,Baku,16.66140350877193,0,PER,Force India,8,3,103.992,103.366,102.547,0.0 ,0.0 ,0.0 
63,2018,4,Low-Street,Baku,16.66140350877193,0,VET,Ferrari,1,4,102.762,103.015,101.498,0.0 ,0.0 ,0.0 
64,2018,4,Low-Street,Baku,16.66140350877193,0,SAI,Renault,9,5,103.426,103.464,103.351,0.0 ,0.0 ,0.0 
65,2018,4,Low-Street,Baku,16.66140350877193,0,LEC,Sauber,13,6,103.752,104.074,1000,0.0 ,0.0 ,0.0 
66,2018,4,Low-Street,Baku,16.66140350877193,0,ALO,McLaren,12,7,104.01,104.019,1000,0.0 ,0.0 ,0.0 
67,2018,4,Low-Street,Baku,16.66140350877193,0,STR,Williams,10,8,104.359,103.585,1000,0.0 ,0.0 ,0.0 
68,2018,4,Low-Street,Baku,16.66140350877193,0,VAN,McLaren,16,9,104.489,1000,1000,0.0 ,0.0 ,0.0 
69,2018,4,Low-Street,Baku,16.66140350877193,0,HAR,Toro Rosso,19,10,117.354,1000,1000,0.0 ,0.0 ,0.0 
70,2018,4,Low-Street,Baku,16.66140350877193,0,ERI,Sauber,18,11,105.541,1000,1000,0.0 ,0.0 ,0.0 
71,2018,4,Low-Street,Baku,16.66140350877193,0,GAS,Toro Rosso,17,12,104.496,1000,1000,0.0 ,0.0 ,0.0 
72,2018,4,Low-Street,Baku,16.66140350877193,0,MAG,Haas F1 Team,15,13,103.674,104.759,1000,0.0 ,0.0 ,0.0 
73,2018,4,Low-Street,Baku,16.66140350877193,0,BOT,Mercedes,3,14,103.355,102.679,101.837,0.0 ,0.0 ,0.0 
74,2018,4,Low-Street,Baku,16.66140350877193,0,GRO,Haas F1 Team,20,15,1000,1000,1000,0.0 ,0.0 ,0.0 
75,2018,4,Low-Street,Baku,16.66140350877193,0,VER,Red Bull Racing,5,16,102.642,102.901,101.994,0.0 ,0.0 ,0.0 
76,2018,4,Low-Street,Baku,16.66140350877193,0,RIC,Red Bull Racing,4,17,102.857,103.482,101.911,0.0 ,0.0 ,0.0 
77,2018,4,Low-Street,Baku,16.66140350877193,0,HUL,Renault,14,18,103.746,103.232,103.066,0.0 ,0.0 ,0.0 
78,2018,4,Low-Street,Baku,16.66140350877193,0,OCO,Force India,7,19,103.021,102.967,102.523,0.0 ,0.0 ,0.0 
79,2018,4,Low-Street,Baku,16.66140350877193,0,SIR,Williams,11,20,104.261,103.886,1000,0.0 ,0.0 ,0.0 
80,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,HAM,Mercedes,1,1,77.633,77.166,76.173,0.0 ,0.0 ,0.0 
81,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,BOT,Mercedes,2,2,77.674,77.111,76.213,0.0 ,0.0 ,0.0 
82,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,VER,Red Bull Racing,5,3,77.411,77.26599999999999,76.816,0.0 ,0.0 ,0.0 
83,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,VET,Ferrari,3,4,77.031,76.80199999999999,76.305,0.0 ,0.0 ,0.0 
84,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,RIC,Red Bull Racing,6,5,77.623,77.638,76.818,0.0 ,0.0 ,0.0 
85,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,MAG,Haas F1 Team,7,6,78.169,77.618,77.676,0.0 ,0.0 ,0.0 
86,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,SAI,Renault,9,7,78.48,77.803,77.78999999999999,0.0 ,0.0 ,0.0 
87,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,ALO,McLaren,8,8,78.276,78.1,77.721,0.0 ,0.0 ,0.0 
88,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,PER,Force India,15,9,78.74,79.098,1000,0.0 ,0.0 ,0.0 
89,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,LEC,Sauber,14,10,78.661,78.91,1000,0.0 ,0.0 ,0.0 
90,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,STR,Williams,18,11,80.225,1000,1000,0.0 ,0.0 ,0.0 
91,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,HAR,Toro Rosso,20,12,1000,1000,1000,0.0 ,0.0 ,0.0 
92,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,ERI,Sauber,17,13,79.493,1000,1000,0.0 ,0.0 ,0.0 
93,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,SIR,Williams,19,14,79.695,1000,1000,0.0 ,0.0 ,0.0 
94,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,VAN,McLaren,11,15,78.885,78.32300000000001,1000,0.0 ,0.0 ,0.0 
95,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,OCO,Force India,13,16,78.813,78.696,1000,0.0 ,0.0 ,0.0 
96,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,RAI,Ferrari,4,17,77.483,77.071,76.612,0.0 ,0.0 ,0.0 
97,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,GRO,Haas F1 Team,10,18,78.305,77.699,77.83500000000001,0.0 ,0.0 ,0.0 
98,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,GAS,Toro Rosso,12,19,78.55,78.463,1000,0.0 ,0.0 ,0.0 
99,2018,5,Mid-Circuit,Barcelona,16.050476190476193,1,HUL,Renault,16,20,78.923,1000,1000,0.0 ,0.0 ,0.0 
100,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,RIC,Red Bull Racing,1,1,72.013,71.278,70.81,0.0 ,0.0 ,0.0 
101,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,VET,Ferrari,2,2,72.41499999999999,71.518,71.039,0.0 ,0.0 ,0.0 
102,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,HAM,Mercedes,3,3,72.46000000000001,71.584,71.232,0.0 ,0.0 ,0.0 
103,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,RAI,Ferrari,4,4,72.639,71.391,71.266,0.0 ,0.0 ,0.0 
104,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,BOT,Mercedes,5,5,72.434,72.002,71.441,0.0 ,0.0 ,0.0 
105,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,OCO,Force India,6,6,73.028,72.188,72.061,0.0 ,0.0 ,0.0 
106,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,GAS,Toro Rosso,10,7,72.941,72.313,72.221,0.0 ,0.0 ,0.0 
107,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,HUL,Renault,11,8,73.065,72.411,1000,0.0 ,0.0 ,0.0 
108,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,VER,Red Bull Racing,20,9,1000,1000,1000,0.0 ,0.0 ,0.0 
109,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,SAI,Renault,8,10,72.95,72.286,72.13,0.0 ,0.0 ,0.0 
110,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,ERI,Sauber,16,11,73.265,1000,1000,0.0 ,0.0 ,0.0 
111,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,PER,Force India,9,12,72.848,72.194,72.154,0.0 ,0.0 ,0.0 
112,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,MAG,Haas F1 Team,19,13,73.393,1000,1000,0.0 ,0.0 ,0.0 
113,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,VAN,McLaren,12,14,72.463,72.44,1000,0.0 ,0.0 ,0.0 
114,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,GRO,Haas F1 Team,18,15,72.93,72.728,1000,0.0 ,0.0 ,0.0 
115,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,SIR,Williams,13,16,72.706,72.521,1000,0.0 ,0.0 ,0.0 
116,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,STR,Williams,17,17,73.32300000000001,1000,1000,0.0 ,0.0 ,0.0 
117,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,LEC,Sauber,14,18,72.82900000000001,72.714,1000,0.0 ,0.0 ,0.0 
118,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,HAR,Toro Rosso,15,19,73.179,1000,1000,0.0 ,0.0 ,0.0 
119,2018,6,Low-Street,Monte Carlo,26.640707964601766,0,ALO,McLaren,7,20,72.657,72.269,72.11,0.0 ,0.0 ,0.0 
120,2018,7,High-Street,Montr?l,20.52358490566038,0,VET,Ferrari,1,1,71.71000000000001,71.524,70.764,0.0 ,0.0 ,0.0 
121,2018,7,High-Street,Montr?l,20.52358490566038,0,BOT,Mercedes,2,2,71.95,71.514,70.857,0.0 ,0.0 ,0.0 
122,2018,7,High-Street,Montr?l,20.52358490566038,0,VER,Red Bull Racing,3,3,72.008,71.472,70.937,0.0 ,0.0 ,0.0 
123,2018,7,High-Street,Montr?l,20.52358490566038,0,RIC,Red Bull Racing,6,4,72.459,71.434,71.116,0.0 ,0.0 ,0.0 
124,2018,7,High-Street,Montr?l,20.52358490566038,0,HAM,Mercedes,4,5,71.83500000000001,71.74,70.996,0.0 ,0.0 ,0.0 
125,2018,7,High-Street,Montr?l,20.52358490566038,0,RAI,Ferrari,5,6,71.725,71.62,71.095,0.0 ,0.0 ,0.0 
126,2018,7,High-Street,Montr?l,20.52358490566038,0,HUL,Renault,7,7,72.795,71.916,71.973,0.0 ,0.0 ,0.0 
127,2018,7,High-Street,Montr?l,20.52358490566038,0,SAI,Renault,9,8,72.689,72.097,72.168,0.0 ,0.0 ,0.0 
128,2018,7,High-Street,Montr?l,20.52358490566038,0,OCO,Force India,8,9,72.577,72.141,72.084,0.0 ,0.0 ,0.0 
129,2018,7,High-Street,Montr?l,20.52358490566038,0,LEC,Sauber,13,10,72.945,72.661,1000,0.0 ,0.0 ,0.0 
130,2018,7,High-Street,Montr?l,20.52358490566038,0,GAS,Toro Rosso,16,11,73.047,1000,1000,0.0 ,0.0 ,0.0 
131,2018,7,High-Street,Montr?l,20.52358490566038,0,GRO,Haas F1 Team,20,12,1000,1000,1000,0.0 ,0.0 ,0.0 
132,2018,7,High-Street,Montr?l,20.52358490566038,0,MAG,Haas F1 Team,11,13,72.68,72.606,1000,0.0 ,0.0 ,0.0 
133,2018,7,High-Street,Montr?l,20.52358490566038,0,PER,Force India,10,14,72.702,72.395,72.67099999999999,0.0 ,0.0 ,0.0 
134,2018,7,High-Street,Montr?l,20.52358490566038,0,ERI,Sauber,19,15,74.593,1000,1000,0.0 ,0.0 ,0.0 
135,2018,7,High-Street,Montr?l,20.52358490566038,0,VAN,McLaren,15,16,72.998,72.865,1000,0.0 ,0.0 ,0.0 
136,2018,7,High-Street,Montr?l,20.52358490566038,0,SIR,Williams,18,17,73.643,1000,1000,0.0 ,0.0 ,0.0 
137,2018,7,High-Street,Montr?l,20.52358490566038,0,ALO,McLaren,14,18,72.979,72.856,1000,0.0 ,0.0 ,0.0 
138,2018,7,High-Street,Montr?l,20.52358490566038,0,HAR,Toro Rosso,12,19,72.587,72.635,1000,0.0 ,0.0 ,0.0 
139,2018,7,High-Street,Montr?l,20.52358490566038,0,STR,Williams,17,20,73.59,1000,1000,0.0 ,0.0 ,0.0 
140,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,HAM,Mercedes,1,1,91.271,90.645,90.029,0.0 ,0.0 ,0.0 
141,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,VER,Red Bull Racing,4,2,91.531,90.818,90.705,0.0 ,0.0 ,0.0 
142,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,RAI,Ferrari,6,3,91.567,90.772,91.057,0.0 ,0.0 ,0.0 
143,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,RIC,Red Bull Racing,5,4,91.91,91.538,90.895,0.0 ,0.0 ,0.0 
144,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,VET,Ferrari,3,5,91.82,90.751,90.4,0.0 ,0.0 ,0.0 
145,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,MAG,Haas F1 Team,9,6,92.169,91.51,92.93,0.0 ,0.0 ,0.0 
146,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,BOT,Mercedes,2,7,91.776,91.227,90.147,0.0 ,0.0 ,0.0 
147,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,SAI,Renault,7,8,92.394,92.016,92.126,0.0 ,0.0 ,0.0 
148,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,HUL,Renault,12,9,92.949,92.115,1000,0.0 ,0.0 ,0.0 
149,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,LEC,Sauber,8,10,92.538,92.055,92.635,0.0 ,0.0 ,0.0 
150,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,GRO,Haas F1 Team,10,11,92.083,91.472,1000,0.0 ,0.0 ,0.0 
151,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,VAN,McLaren,17,12,93.162,1000,1000,0.0 ,0.0 ,0.0 
152,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,ERI,Sauber,15,13,92.804,92.82,1000,0.0 ,0.0 ,0.0 
153,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,HAR,Toro Rosso,20,14,93.025,1000,1000,0.0 ,0.0 ,0.0 
154,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,SIR,Williams,18,15,93.636,1000,1000,0.0 ,0.0 ,0.0 
155,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,ALO,McLaren,16,16,92.976,1000,1000,0.0 ,0.0 ,0.0 
156,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,STR,Williams,19,17,93.729,1000,1000,0.0 ,0.0 ,0.0 
157,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,PER,Force India,13,18,92.692,92.454,1000,0.0 ,0.0 ,0.0 
158,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,OCO,Force India,11,19,92.786,92.075,1000,0.0 ,0.0 ,0.0 
159,2018,8,High-Circuit,Le Castellet,24.54607843137256,0,GAS,Toro Rosso,14,20,92.447,92.46,1000,0.0 ,0.0 ,0.0 
160,2018,9,High-Circuit,Spielberg,23.176086956521743,0,VER,Red Bull Racing,4,1,64.273,64.001,63.84,0.0 ,0.0 ,0.0 
161,2018,9,High-Circuit,Spielberg,23.176086956521743,0,RAI,Ferrari,3,2,64.234,63.975,63.66,0.0 ,0.0 ,0.0 
162,2018,9,High-Circuit,Spielberg,23.176086956521743,0,VET,Ferrari,6,3,64.347,63.544,63.464,0.0 ,0.0 ,0.0 
163,2018,9,High-Circuit,Spielberg,23.176086956521743,0,GRO,Haas F1 Team,5,4,64.242,64.059,63.892,0.0 ,0.0 ,0.0 
164,2018,9,High-Circuit,Spielberg,23.176086956521743,0,MAG,Haas F1 Team,8,5,64.46,64.291,64.051,0.0 ,0.0 ,0.0 
165,2018,9,High-Circuit,Spielberg,23.176086956521743,0,OCO,Force India,11,6,65.148,64.845,1000,0.0 ,0.0 ,0.0 
166,2018,9,High-Circuit,Spielberg,23.176086956521743,0,PER,Force India,16,7,65.279,1000,1000,0.0 ,0.0 ,0.0 
167,2018,9,High-Circuit,Spielberg,23.176086956521743,0,ALO,McLaren,13,8,64.965,65.05799999999999,1000,0.0 ,0.0 ,0.0 
168,2018,9,High-Circuit,Spielberg,23.176086956521743,0,LEC,Sauber,18,9,64.967,64.979,1000,0.0 ,0.0 ,0.0 
169,2018,9,High-Circuit,Spielberg,23.176086956521743,0,ERI,Sauber,20,10,65.479,1000,1000,0.0 ,0.0 ,0.0 
170,2018,9,High-Circuit,Spielberg,23.176086956521743,0,GAS,Toro Rosso,12,11,65.011,64.874,1000,0.0 ,0.0 ,0.0 
171,2018,9,High-Circuit,Spielberg,23.176086956521743,0,SAI,Renault,9,12,64.94800000000001,64.561,64.725,0.0 ,0.0 ,0.0 
172,2018,9,High-Circuit,Spielberg,23.176086956521743,0,SIR,Williams,17,13,65.322,1000,1000,0.0 ,0.0 ,0.0 
173,2018,9,High-Circuit,Spielberg,23.176086956521743,0,STR,Williams,14,14,65.264,65.286,1000,0.0 ,0.0 ,0.0 
174,2018,9,High-Circuit,Spielberg,23.176086956521743,0,VAN,McLaren,15,15,65.271,1000,1000,0.0 ,0.0 ,0.0 
175,2018,9,High-Circuit,Spielberg,23.176086956521743,0,HAM,Mercedes,2,16,64.08,63.577,63.149,0.0 ,0.0 ,0.0 
176,2018,9,High-Circuit,Spielberg,23.176086956521743,0,HAR,Toro Rosso,19,17,65.366,1000,1000,0.0 ,0.0 ,0.0 
177,2018,9,High-Circuit,Spielberg,23.176086956521743,0,RIC,Red Bull Racing,7,18,64.723,64.403,63.996,0.0 ,0.0 ,0.0 
178,2018,9,High-Circuit,Spielberg,23.176086956521743,0,BOT,Mercedes,1,19,64.175,63.756,63.13,0.0 ,0.0 ,0.0 
179,2018,9,High-Circuit,Spielberg,23.176086956521743,0,HUL,Renault,10,20,64.864,64.676,65.019,0.0 ,0.0 ,0.0 
180,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,VET,Ferrari,2,1,86.58500000000001,86.372,85.936,0.0 ,0.0 ,0.0 
181,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,HAM,Mercedes,1,2,86.818,86.256,85.892,0.0 ,0.0 ,0.0 
182,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,RAI,Ferrari,3,3,87.549,86.483,85.99,0.0 ,0.0 ,0.0 
183,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,BOT,Mercedes,4,4,87.025,86.413,86.217,0.0 ,0.0 ,0.0 
184,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,RIC,Red Bull Racing,6,5,87.979,87.369,87.099,0.0 ,0.0 ,0.0 
185,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,HUL,Renault,11,6,88.017,87.901,1000,0.0 ,0.0 ,0.0 
186,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,OCO,Force India,10,7,88.279,87.843,88.194,0.0 ,0.0 ,0.0 
187,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,ALO,McLaren,13,8,88.187,88.139,1000,0.0 ,0.0 ,0.0 
188,2018,10,Mid-Circuit,Silverstone,27.43163265306122,0,MAG,Haas F1 Team,7,9,88.143,87.73,87.244,0.0 ,0.0 ,0.0 
