,Season,Round,Circuit,Weather,Rainfall,Driver,Team,Grid_Position,Finishing_Position,Q1,Q2,Q3
53,2019,3,Shanghai,19.32992125984252,0,SAI,McLaren,14.0,14.0,93.686,93.523,1000.0
54,2019,3,Shanghai,19.32992125984252,0,GIO,Alfa Romeo Racing,19.0,15.0,1000.0,1000.0,1000.0
55,2019,3,Shanghai,19.32992125984252,0,RUS,Williams,17.0,16.0,95.253,1000.0,1000.0
56,2019,3,Shanghai,19.32992125984252,0,KUB,Williams,18.0,17.0,95.281,1000.0,1000.0
57,2019,3,Shanghai,19.32992125984252,0,NOR,McLaren,15.0,18.0,94.148,93.967,1000.0
58,2019,3,Shanghai,19.32992125984252,0,KVY,Toro Rosso,11.0,19.0,93.783,93.23599999999999,1000.0
59,2019,3,Shanghai,19.32992125984252,0,HUL,Renault,8.0,20.0,93.644,93.968,92.962
60,2019,4,Baku,19.76356589147287,0,BOT,Mercedes,1.0,1.0,102.02600000000001,101.5,100.495
61,2019,4,Baku,19.76356589147287,0,HAM,Mercedes,2.0,2.0,101.614,101.58,100.554
62,2019,4,Baku,19.76356589147287,0,VET,Ferrari,3.0,3.0,102.042,101.88900000000001,100.797
63,2019,4,Baku,19.76356589147287,0,VER,Red Bull Racing,4.0,4.0,101.727,101.388,101.069
64,2019,4,Baku,19.76356589147287,0,LEC,Ferrari,8.0,5.0,101.426,101.995,1000.0
65,2019,4,Baku,19.76356589147287,0,PER,Racing Point,5.0,6.0,102.249,101.87,101.593
66,2019,4,Baku,19.76356589147287,0,SAI,McLaren,9.0,7.0,101.936,102.398,1000.0
67,2019,4,Baku,19.76356589147287,0,NOR,McLaren,7.0,8.0,102.37100000000001,102.084,101.886
68,2019,4,Baku,19.76356589147287,0,STR,Racing Point,13.0,9.0,102.63,1000.0,1000.0
69,2019,4,Baku,19.76356589147287,0,RAI,Alfa Romeo Racing,0.0,10.0,1000.0,1000.0,1000.0
70,2019,4,Baku,19.76356589147287,0,ALB,Toro Rosso,11.0,11.0,102.154,102.494,1000.0
71,2019,4,Baku,19.76356589147287,0,GIO,Alfa Romeo Racing,17.0,12.0,102.14,102.381,102.424
72,2019,4,Baku,19.76356589147287,0,MAG,Haas F1 Team,12.0,13.0,102.382,102.699,1000.0
73,2019,4,Baku,19.76356589147287,0,HUL,Renault,15.0,14.0,103.42699999999999,1000.0,1000.0
74,2019,4,Baku,19.76356589147287,0,RUS,Williams,16.0,15.0,105.062,1000.0,1000.0
75,2019,4,Baku,19.76356589147287,0,KUB,Williams,0.0,16.0,105.455,1000.0,1000.0
76,2019,4,Baku,19.76356589147287,0,GAS,Red Bull Racing,0.0,17.0,1000.0,1000.0,1000.0
77,2019,4,Baku,19.76356589147287,0,GRO,Haas F1 Team,14.0,18.0,103.407,1000.0,1000.0
78,2019,4,Baku,19.76356589147287,0,KVY,Toro Rosso,6.0,19.0,102.324,102.221,101.681
79,2019,4,Baku,19.76356589147287,0,RIC,Renault,10.0,20.0,102.48599999999999,102.477,1000.0
80,2019,5,Barcelona,20.147727272727273,0,HAM,Mercedes,2.0,1.0,77.292,76.038,76.03999999999999
81,2019,5,Barcelona,20.147727272727273,0,BOT,Mercedes,1.0,2.0,76.979,75.924,75.406
82,2019,5,Barcelona,20.147727272727273,0,VER,Red Bull Racing,4.0,3.0,77.244,76.726,76.357
83,2019,5,Barcelona,20.147727272727273,0,VET,Ferrari,3.0,4.0,77.425,76.667,76.27199999999999
84,2019,5,Barcelona,20.147727272727273,0,LEC,Ferrari,5.0,5.0,77.388,76.714,76.588
85,2019,5,Barcelona,20.147727272727273,0,GAS,Red Bull Racing,6.0,6.0,77.862,76.932,76.708
86,2019,5,Barcelona,20.147727272727273,0,MAG,Haas F1 Team,8.0,7.0,77.669,77.27199999999999,76.922
87,2019,5,Barcelona,20.147727272727273,0,SAI,McLaren,12.0,8.0,77.76,77.599,1000.0
88,2019,5,Barcelona,20.147727272727273,0,KVY,Toro Rosso,9.0,9.0,77.914,77.243,77.57300000000001
89,2019,5,Barcelona,20.147727272727273,0,GRO,Haas F1 Team,7.0,10.0,78.042,77.066,76.911
90,2019,5,Barcelona,20.147727272727273,0,ALB,Toro Rosso,11.0,11.0,77.79599999999999,77.445,1000.0
91,2019,5,Barcelona,20.147727272727273,0,RIC,Renault,13.0,12.0,78.385,77.299,78.106
92,2019,5,Barcelona,20.147727272727273,0,HUL,Renault,0.0,13.0,78.404,1000.0,1000.0
93,2019,5,Barcelona,20.147727272727273,0,RAI,Alfa Romeo Racing,14.0,14.0,78.132,77.788,1000.0
94,2019,5,Barcelona,20.147727272727273,0,PER,Racing Point,15.0,15.0,78.286,77.886,1000.0
95,2019,5,Barcelona,20.147727272727273,0,GIO,Alfa Romeo Racing,18.0,16.0,78.664,1000.0,1000.0
96,2019,5,Barcelona,20.147727272727273,0,RUS,Williams,19.0,17.0,79.072,1000.0,1000.0
97,2019,5,Barcelona,20.147727272727273,0,KUB,Williams,17.0,18.0,80.254,1000.0,1000.0
98,2019,5,Barcelona,20.147727272727273,0,STR,Racing Point,16.0,19.0,78.471,1000.0,1000.0
99,2019,5,Barcelona,20.147727272727273,0,NOR,McLaren,10.0,20.0,77.611,77.338,1000.0
100,2019,6,Monte Carlo,22.754676258992802,1,HAM,Mercedes,1.0,1.0,71.542,70.83500000000001,70.166
101,2019,6,Monte Carlo,22.754676258992802,1,VET,Ferrari,4.0,2.0,71.434,71.227,70.947
102,2019,6,Monte Carlo,22.754676258992802,1,BOT,Mercedes,2.0,3.0,71.562,70.701,70.252
103,2019,6,Monte Carlo,22.754676258992802,1,VER,Red Bull Racing,3.0,4.0,71.597,70.618,70.641
104,2019,6,Monte Carlo,22.754676258992802,1,GAS,Red Bull Racing,8.0,5.0,71.74,71.457,71.041
105,2019,6,Monte Carlo,22.754676258992802,1,SAI,McLaren,9.0,6.0,71.872,71.608,71.417
106,2019,6,Monte Carlo,22.754676258992802,1,KVY,Toro Rosso,7.0,7.0,71.602,71.412,71.271
107,2019,6,Monte Carlo,22.754676258992802,1,ALB,Toro Rosso,10.0,8.0,72.007,71.429,71.653
108,2019,6,Monte Carlo,22.754676258992802,1,RIC,Renault,6.0,9.0,71.767,71.543,71.218
109,2019,6,Monte Carlo,22.754676258992802,1,GRO,Haas F1 Team,13.0,10.0,71.837,72.027,1000.0
110,2019,6,Monte Carlo,22.754676258992802,1,NOR,McLaren,12.0,11.0,71.845,71.724,1000.0
111,2019,6,Monte Carlo,22.754676258992802,1,PER,Racing Point,16.0,12.0,72.233,1000.0,1000.0
112,2019,6,Monte Carlo,22.754676258992802,1,HUL,Renault,11.0,13.0,72.097,71.67,1000.0
113,2019,6,Monte Carlo,22.754676258992802,1,MAG,Haas F1 Team,5.0,14.0,71.865,71.363,71.109
114,2019,6,Monte Carlo,22.754676258992802,1,RUS,Williams,19.0,15.0,73.477,1000.0,1000.0
115,2019,6,Monte Carlo,22.754676258992802,1,STR,Racing Point,17.0,16.0,72.846,1000.0,1000.0
116,2019,6,Monte Carlo,22.754676258992802,1,RAI,Alfa Romeo Racing,14.0,17.0,71.993,72.115,1000.0
117,2019,6,Monte Carlo,22.754676258992802,1,KUB,Williams,20.0,18.0,73.751,1000.0,1000.0
118,2019,6,Monte Carlo,22.754676258992802,1,GIO,Alfa Romeo Racing,18.0,19.0,71.976,72.185,1000.0
119,2019,6,Monte Carlo,22.754676258992802,1,LEC,Ferrari,15.0,20.0,72.149,1000.0,1000.0
120,2019,7,Montréal,29.368253968253967,0,HAM,Mercedes,2.0,1.0,71.518,71.01,70.446
121,2019,7,Montréal,29.368253968253967,0,VET,Ferrari,1.0,2.0,71.2,71.142,70.24
122,2019,7,Montréal,29.368253968253967,0,LEC,Ferrari,3.0,3.0,71.214,71.205,70.92
123,2019,7,Montréal,29.368253968253967,0,BOT,Mercedes,6.0,4.0,71.229,71.095,71.101
124,2019,7,Montréal,29.368253968253967,0,VER,Red Bull Racing,9.0,5.0,71.619,71.8,1000.0
125,2019,7,Montréal,29.368253968253967,0,RIC,Renault,4.0,6.0,71.837,71.532,71.071
126,2019,7,Montréal,29.368253968253967,0,HUL,Renault,7.0,7.0,71.72,71.553,71.324
127,2019,7,Montréal,29.368253968253967,0,GAS,Red Bull Racing,5.0,8.0,72.023,71.196,71.07900000000001
128,2019,7,Montréal,29.368253968253967,0,STR,Racing Point,17.0,9.0,72.266,1000.0,1000.0
129,2019,7,Montréal,29.368253968253967,0,KVY,Toro Rosso,10.0,10.0,71.965,71.92099999999999,1000.0
130,2019,7,Montréal,29.368253968253967,0,SAI,McLaren,11.0,11.0,71.75,71.572,73.981
131,2019,7,Montréal,29.368253968253967,0,PER,Racing Point,15.0,12.0,72.197,1000.0,1000.0
132,2019,7,Montréal,29.368253968253967,0,GIO,Alfa Romeo Racing,12.0,13.0,72.122,72.136,1000.0
133,2019,7,Montréal,29.368253968253967,0,GRO,Haas F1 Team,14.0,14.0,72.109,1000.0,1000.0
134,2019,7,Montréal,29.368253968253967,0,RAI,Alfa Romeo Racing,16.0,15.0,72.23,1000.0,1000.0
135,2019,7,Montréal,29.368253968253967,0,RUS,Williams,18.0,16.0,73.617,1000.0,1000.0
136,2019,7,Montréal,29.368253968253967,0,MAG,Haas F1 Team,0.0,17.0,72.107,71.786,1000.0
137,2019,7,Montréal,29.368253968253967,0,KUB,Williams,19.0,18.0,74.393,1000.0,1000.0
138,2019,7,Montréal,29.368253968253967,0,ALB,Toro Rosso,13.0,19.0,72.02,72.193,1000.0
139,2019,7,Montréal,29.368253968253967,0,NOR,McLaren,8.0,20.0,71.78,71.735,71.863
140,2019,8,Le Castellet,26.89421487603306,0,HAM,Mercedes,1.0,1.0,90.60900000000001,89.52,88.319
141,2019,8,Le Castellet,26.89421487603306,0,BOT,Mercedes,2.0,2.0,90.55,89.437,88.605
142,2019,8,Le Castellet,26.89421487603306,0,LEC,Ferrari,3.0,3.0,90.64699999999999,89.699,88.965
143,2019,8,Le Castellet,26.89421487603306,0,VER,Red Bull Racing,4.0,4.0,91.327,90.099,89.40899999999999
144,2019,8,Le Castellet,26.89421487603306,0,VET,Ferrari,7.0,5.0,91.075,89.506,89.799
145,2019,8,Le Castellet,26.89421487603306,0,SAI,McLaren,6.0,6.0,91.07300000000001,90.319,89.52199999999999
146,2019,8,Le Castellet,26.89421487603306,0,RAI,Alfa Romeo Racing,12.0,7.0,90.97200000000001,90.533,1000.0
147,2019,8,Le Castellet,26.89421487603306,0,HUL,Renault,13.0,8.0,90.865,90.544,1000.0
148,2019,8,Le Castellet,26.89421487603306,0,NOR,McLaren,5.0,9.0,90.989,90.019,89.418
149,2019,8,Le Castellet,26.89421487603306,0,GAS,Red Bull Racing,9.0,10.0,91.152,90.42099999999999,90.184
150,2019,8,Le Castellet,26.89421487603306,0,RIC,Renault,8.0,11.0,90.95400000000001,90.369,89.918
151,2019,8,Le Castellet,26.89421487603306,0,PER,Racing Point,14.0,12.0,90.964,90.738,1000.0
152,2019,8,Le Castellet,26.89421487603306,0,STR,Racing Point,17.0,13.0,91.726,1000.0,1000.0
153,2019,8,Le Castellet,26.89421487603306,0,KVY,Toro Rosso,19.0,14.0,91.564,1000.0,1000.0
154,2019,8,Le Castellet,26.89421487603306,0,ALB,Toro Rosso,11.0,15.0,91.445,90.461,1000.0
155,2019,8,Le Castellet,26.89421487603306,0,GIO,Alfa Romeo Racing,10.0,16.0,91.18,90.408,93.42
156,2019,8,Le Castellet,26.89421487603306,0,MAG,Haas F1 Team,15.0,17.0,91.166,91.44,1000.0
157,2019,8,Le Castellet,26.89421487603306,0,KUB,Williams,18.0,18.0,93.205,1000.0,1000.0
158,2019,8,Le Castellet,26.89421487603306,0,RUS,Williams,20.0,19.0,92.789,1000.0,1000.0
159,2019,8,Le Castellet,26.89421487603306,0,GRO,Haas F1 Team,16.0,20.0,91.626,1000.0,1000.0
160,2019,9,Spielberg,34.44406779661016,0,VER,Red Bull Racing,2.0,1.0,63.807,63.835,63.439
161,2019,9,Spielberg,34.44406779661016,0,LEC,Ferrari,1.0,2.0,64.138,63.378,63.003
162,2019,9,Spielberg,34.44406779661016,0,BOT,Mercedes,3.0,3.0,64.084,63.863,63.537
163,2019,9,Spielberg,34.44406779661016,0,VET,Ferrari,9.0,4.0,64.43,63.667,1000.0
164,2019,9,Spielberg,34.44406779661016,0,HAM,Mercedes,4.0,5.0,63.818,63.803,63.262
165,2019,9,Spielberg,34.44406779661016,0,NOR,McLaren,5.0,6.0,64.361,64.211,64.099
166,2019,9,Spielberg,34.44406779661016,0,GAS,Red Bull Racing,8.0,7.0,64.412,63.988,64.199
167,2019,9,Spielberg,34.44406779661016,0,SAI,McLaren,19.0,8.0,64.453,73.601,1000.0
168,2019,9,Spielberg,34.44406779661016,0,RAI,Alfa Romeo Racing,6.0,9.0,64.615,64.056,64.166
169,2019,9,Spielberg,34.44406779661016,0,GIO,Alfa Romeo Racing,7.0,10.0,64.45,64.194,64.179
170,2019,9,Spielberg,34.44406779661016,0,PER,Racing Point,13.0,11.0,64.789,1000.0,1000.0
171,2019,9,Spielberg,34.44406779661016,0,RIC,Renault,12.0,12.0,64.647,64.79,1000.0
172,2019,9,Spielberg,34.44406779661016,0,HUL,Renault,15.0,13.0,64.733,64.516,1000.0
173,2019,9,Spielberg,34.44406779661016,0,STR,Racing Point,14.0,14.0,64.832,1000.0,1000.0
174,2019,9,Spielberg,34.44406779661016,0,ALB,Toro Rosso,18.0,15.0,64.708,64.665,1000.0
175,2019,9,Spielberg,34.44406779661016,0,GRO,Haas F1 Team,11.0,16.0,64.55199999999999,64.49,1000.0
176,2019,9,Spielberg,34.44406779661016,0,KVY,Toro Rosso,16.0,17.0,65.324,1000.0,1000.0
177,2019,9,Spielberg,34.44406779661016,0,RUS,Williams,0.0,18.0,65.904,1000.0,1000.0
178,2019,9,Spielberg,34.44406779661016,0,MAG,Haas F1 Team,10.0,19.0,64.778,64.466,64.072
179,2019,9,Spielberg,34.44406779661016,0,KUB,Williams,17.0,20.0,66.206,1000.0,1000.0
180,2019,10,Silverstone,18.905084745762718,0,HAM,Mercedes,2.0,1.0,85.513,85.84,85.099
181,2019,10,Silverstone,18.905084745762718,0,BOT,Mercedes,1.0,2.0,85.75,85.672,85.093
182,2019,10,Silverstone,18.905084745762718,0,LEC,Ferrari,3.0,3.0,85.533,85.54599999999999,85.172
183,2019,10,Silverstone,18.905084745762718,0,GAS,Red Bull Racing,5.0,4.0,86.273,86.038,85.59
184,2019,10,Silverstone,18.905084745762718,0,VER,Red Bull Racing,4.0,5.0,85.7,85.848,85.276
185,2019,10,Silverstone,18.905084745762718,0,SAI,McLaren,13.0,6.0,86.203,86.578,1000.0
186,2019,10,Silverstone,18.905084745762718,0,RIC,Renault,7.0,7.0,86.428,86.283,86.182
187,2019,10,Silverstone,18.905084745762718,0,RAI,Alfa Romeo Racing,12.0,8.0,86.55799999999999,86.54599999999999,1000.0
188,2019,10,Silverstone,18.905084745762718,0,KVY,Toro Rosso,17.0,9.0,86.721,1000.0,1000.0
189,2019,10,Silverstone,18.905084745762718,0,HUL,Renault,10.0,10.0,86.568,86.39699999999999,86.386
190,2019,10,Silverstone,18.905084745762718,0,NOR,McLaren,8.0,11.0,86.07900000000001,86.385,86.224
191,2019,10,Silverstone,18.905084745762718,0,ALB,Toro Rosso,9.0,12.0,86.482,86.40299999999999,86.345
192,2019,10,Silverstone,18.905084745762718,0,STR,Racing Point,18.0,13.0,86.762,1000.0,1000.0
193,2019,10,Silverstone,18.905084745762718,0,RUS,Williams,19.0,14.0,87.789,1000.0,1000.0
194,2019,10,Silverstone,18.905084745762718,0,KUB,Williams,20.0,15.0,88.257,1000.0,1000.0
195,2019,10,Silverstone,18.905084745762718,0,VET,Ferrari,6.0,16.0,85.898,86.023,85.787
196,2019,10,Silverstone,18.905084745762718,0,PER,Racing Point,15.0,17.0,86.649,86.928,1000.0
197,2019,10,Silverstone,18.905084745762718,0,GIO,Alfa Romeo Racing,11.0,18.0,86.449,86.519,1000.0
198,2019,10,Silverstone,18.905084745762718,0,GRO,Haas F1 Team,14.0,19.0,86.34700000000001,86.757,1000.0
199,2019,10,Silverstone,18.905084745762718,0,MAG,Haas F1 Team,16.0,20.0,86.662,1000.0,1000.0
200,2019,11,Hockenheim,21.503401360544217,1,VER,Red Bull Racing,2.0,1.0,72.593,72.42699999999999,72.113
201,2019,11,Hockenheim,21.503401360544217,1,VET,Ferrari,20.0,2.0,1000.0,1000.0,1000.0
202,2019,11,Hockenheim,21.503401360544217,1,KVY,Toro Rosso,14.0,3.0,73.278,73.135,1000.0
203,2019,11,Hockenheim,21.503401360544217,1,STR,Racing Point,15.0,4.0,73.256,73.45,1000.0
204,2019,11,Hockenheim,21.503401360544217,1,SAI,McLaren,7.0,5.0,73.221,72.632,72.897
205,2019,11,Hockenheim,21.503401360544217,1,ALB,Toro Rosso,16.0,6.0,73.461,1000.0,1000.0
206,2019,11,Hockenheim,21.503401360544217,1,GRO,Haas F1 Team,6.0,7.0,73.146,72.769,72.851
207,2019,11,Hockenheim,21.503401360544217,1,MAG,Haas F1 Team,12.0,8.0,73.103,72.789,1000.0
208,2019,11,Hockenheim,21.503401360544217,1,HAM,Mercedes,1.0,9.0,72.852,72.149,71.767
209,2019,11,Hockenheim,21.503401360544217,1,KUB,Williams,18.0,10.0,74.839,1000.0,1000.0
210,2019,11,Hockenheim,21.503401360544217,1,RUS,Williams,17.0,11.0,74.721,1000.0,1000.0
211,2019,11,Hockenheim,21.503401360544217,1,RAI,Alfa Romeo Racing,5.0,12.0,73.066,72.519,72.538
212,2019,11,Hockenheim,21.503401360544217,1,GIO,Alfa Romeo Racing,11.0,13.0,73.17,72.786,1000.0
213,2019,11,Hockenheim,21.503401360544217,1,GAS,Red Bull Racing,4.0,14.0,72.991,72.385,72.522
214,2019,11,Hockenheim,21.503401360544217,1,BOT,Mercedes,3.0,15.0,73.075,72.424,72.129
215,2019,11,Hockenheim,21.503401360544217,1,HUL,Renault,9.0,16.0,73.186,72.766,73.126
216,2019,11,Hockenheim,21.503401360544217,1,LEC,Ferrari,10.0,17.0,72.229,72.344,1000.0
217,2019,11,Hockenheim,21.503401360544217,1,NOR,McLaren,19.0,18.0,73.333,1000.0,1000.0
218,2019,11,Hockenheim,21.503401360544217,1,RIC,Renault,13.0,19.0,73.131,72.799,1000.0
219,2019,11,Hockenheim,21.503401360544217,1,PER,Racing Point,8.0,20.0,73.194,72.776,73.065
220,2019,12,Budapest,25.66,0,HAM,Mercedes,3.0,1.0,76.068,75.548,74.769
221,2019,12,Budapest,25.66,0,VER,Red Bull Racing,1.0,2.0,75.81700000000001,75.57300000000001,74.572
222,2019,12,Budapest,25.66,0,VET,Ferrari,5.0,3.0,76.452,75.885,75.071
223,2019,12,Budapest,25.66,0,LEC,Ferrari,4.0,4.0,76.337,75.792,75.043
224,2019,12,Budapest,25.66,0,SAI,McLaren,8.0,5.0,76.493,76.30799999999999,75.852
225,2019,12,Budapest,25.66,0,GAS,Red Bull Racing,6.0,6.0,76.71600000000001,76.393,75.45
226,2019,12,Budapest,25.66,0,RAI,Alfa Romeo Racing,10.0,7.0,76.506,76.518,76.041
227,2019,12,Budapest,25.66,0,BOT,Mercedes,2.0,8.0,76.078,75.669,74.59
228,2019,12,Budapest,25.66,0,NOR,McLaren,7.0,9.0,76.697,76.06,75.8
229,2019,12,Budapest,25.66,0,ALB,Toro Rosso,12.0,10.0,76.912,76.687,1000.0
230,2019,12,Budapest,25.66,0,PER,Racing Point,16.0,11.0,77.10900000000001,1000.0,1000.0
231,2019,12,Budapest,25.66,0,HUL,Renault,11.0,12.0,76.78999999999999,76.565,1000.0
232,2019,12,Budapest,25.66,0,MAG,Haas F1 Team,14.0,13.0,76.122,77.081,1000.0
233,2019,12,Budapest,25.66,0,RIC,Renault,20.0,14.0,77.257,1000.0,1000.0
234,2019,12,Budapest,25.66,0,KVY,Toro Rosso,13.0,15.0,76.75,76.69200000000001,1000.0
235,2019,12,Budapest,25.66,0,RUS,Williams,15.0,16.0,77.031,1000.0,1000.0
236,2019,12,Budapest,25.66,0,STR,Racing Point,18.0,17.0,77.542,1000.0,1000.0
237,2019,12,Budapest,25.66,0,GIO,Alfa Romeo Racing,17.0,18.0,76.894,76.804,1000.0
238,2019,12,Budapest,25.66,0,KUB,Williams,19.0,19.0,78.324,1000.0,1000.0
239,2019,12,Budapest,25.66,0,GRO,Haas F1 Team,9.0,20.0,76.97800000000001,76.319,76.013
240,2019,13,Spa-Francorchamps,17.4,0,LEC,Ferrari,1.0,1.0,103.587,102.938,102.519
241,2019,13,Spa-Francorchamps,17.4,0,HAM,Mercedes,3.0,2.0,105.25999999999999,103.592,103.282
242,2019,13,Spa-Francorchamps,17.4,0,BOT,Mercedes,4.0,3.0,105.14099999999999,103.97999999999999,103.41499999999999
243,2019,13,Spa-Francorchamps,17.4,0,VET,Ferrari,2.0,4.0,104.10900000000001,103.037,103.267
244,2019,13,Spa-Francorchamps,17.4,0,ALB,Red Bull Racing,17.0,5.0,105.52799999999999,105.799,1000.0
245,2019,13,Spa-Francorchamps,17.4,0,PER,Racing Point,7.0,6.0,105.732,104.707,104.706
246,2019,13,Spa-Francorchamps,17.4,0,KVY,Toro Rosso,19.0,7.0,106.518,1000.0,1000.0
247,2019,13,Spa-Francorchamps,17.4,0,HUL,Renault,12.0,8.0,105.899,104.549,104.542
248,2019,13,Spa-Francorchamps,17.4,0,GAS,Toro Rosso,13.0,9.0,106.435,1000.0,1000.0
249,2019,13,Spa-Francorchamps,17.4,0,STR,Racing Point,16.0,10.0,106.0,105.047,1000.0
250,2019,13,Spa-Francorchamps,17.4,0,NOR,McLaren,11.0,11.0,106.154,104.84700000000001,1000.0
