Index,Season,Round,RaceName,Circuit,Track_Type,Weather,Driver,Team,Grid_Position,Finishing_Position
253,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,MSC,Haas F1 Team,15,14
254,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,RIC,McLaren,9,15
255,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,MAG,Haas F1 Team,13,16
256,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,ALB,Williams,17,17
257,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,LAT,Williams,19,18
258,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,TSU,AlphaTauri,16,19
259,2022,13,Hungarian Grand Prix,Budapest,Low-Circuit,18.55988023952096,BOT,Alfa Romeo,8,20
260,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,VER,Red Bull Racing,14,1
261,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,PER,Red Bull Racing,2,2
262,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,SAI,Ferrari,1,3
263,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,RUS,Mercedes,5,4
264,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,ALO,Alpine,3,5
265,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,LEC,Ferrari,15,6
266,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,OCO,Alpine,16,7
267,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,VET,Aston Martin,10,8
268,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,GAS,AlphaTauri,0,9
269,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,ALB,Williams,6,10
270,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,STR,Aston Martin,9,11
271,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,NOR,McLaren,17,12
272,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,TSU,AlphaTauri,0,13
273,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,ZHO,Alfa Romeo,18,14
274,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,RIC,McLaren,7,15
275,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,MAG,Haas F1 Team,12,16
276,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,MSC,Haas F1 Team,19,17
277,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,LAT,Williams,11,18
278,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,BOT,Alfa Romeo,13,19
279,2022,14,Belgian Grand Prix,Spa-Francorchamps,High-Circuit,21.78717948717949,HAM,Mercedes,4,20
280,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,VER,Red Bull Racing,1,1
281,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,RUS,Mercedes,6,2
282,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,LEC,Ferrari,2,3
283,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,HAM,Mercedes,4,4
284,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,PER,Red Bull Racing,5,5
285,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,ALO,Alpine,13,6
286,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,NOR,McLaren,7,7
287,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,SAI,Ferrari,3,8
288,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,OCO,Alpine,12,9
289,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,STR,Aston Martin,10,10
290,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,GAS,AlphaTauri,11,11
291,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,ALB,Williams,15,12
292,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,MSC,Haas F1 Team,8,13
293,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,VET,Aston Martin,19,14
294,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,MAG,Haas F1 Team,18,15
295,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,ZHO,Alfa Romeo,14,16
296,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,RIC,McLaren,17,17
297,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,LAT,Williams,20,18
298,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,BOT,Alfa Romeo,16,19
299,2022,15,Dutch Grand Prix,Zandvoort,Mid-Circuit,22.73006134969325,TSU,AlphaTauri,9,20
300,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,LEC,Ferrari,,
301,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,RUS,Mercedes,,
302,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,NOR,McLaren,,
303,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,RIC,McLaren,,
304,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,GAS,AlphaTauri,,
305,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,ALO,Alpine,,
306,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,VER,Red Bull Racing,,
307,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,DEV,Williams,,
308,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,ZHO,Alfa Romeo,,
309,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,LAT,Williams,,
310,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,VET,Aston Martin,,
311,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,STR,Aston Martin,,
312,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,PER,Red Bull Racing,,
313,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,OCO,Alpine,,
314,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,BOT,Alfa Romeo,,
315,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,MAG,Haas F1 Team,,
316,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,MSC,Haas F1 Team,,
317,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,SAI,Ferrari,,
318,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,HAM,Mercedes,,
319,2022,16,Italian Grand Prix,Monza,High-Circuit,27.73469387755102,TSU,AlphaTauri,,
320,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,PER,Red Bull Racing,2,1
321,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,LEC,Ferrari,1,2
322,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,SAI,Ferrari,4,3
323,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,NOR,McLaren,6,4
324,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,RIC,McLaren,16,5
325,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,STR,Aston Martin,11,6
326,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,VER,Red Bull Racing,8,7
327,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,VET,Aston Martin,13,8
328,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,HAM,Mercedes,3,9
329,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,GAS,AlphaTauri,7,10
330,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,BOT,Alfa Romeo,15,11
331,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,MAG,Haas F1 Team,9,12
332,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,MSC,Haas F1 Team,12,13
333,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,RUS,Mercedes,0,14
334,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,TSU,AlphaTauri,10,15
335,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,OCO,Alpine,17,16
336,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,ALB,Williams,18,17
337,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,ALO,Alpine,5,18
338,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,LAT,Williams,19,19
339,2022,17,Singapore Grand Prix,Marina Bay,Low-Street,26.23254901960784,ZHO,Alfa Romeo,14,20
340,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,VER,Red Bull Racing,1,1
341,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,PER,Red Bull Racing,4,2
342,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,LEC,Ferrari,2,3
343,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,OCO,Alpine,5,4
344,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,HAM,Mercedes,6,5
345,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,VET,Aston Martin,9,6
346,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,ALO,Alpine,7,7
347,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,RUS,Mercedes,8,8
348,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,LAT,Williams,20,9
349,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,NOR,McLaren,10,10
350,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,RIC,McLaren,11,11
351,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,STR,Aston Martin,19,12
352,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,TSU,AlphaTauri,13,13
353,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,MAG,Haas F1 Team,18,14
354,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,BOT,Alfa Romeo,12,15
355,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,ZHO,Alfa Romeo,14,16
356,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,MSC,Haas F1 Team,15,17
357,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,GAS,AlphaTauri,17,18
358,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,SAI,Ferrari,3,19
359,2022,18,Japanese Grand Prix,Suzuka,High-Circuit,16.717647058823534,ALB,Williams,16,20
360,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,VER,Red Bull Racing,2,1
361,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,HAM,Mercedes,3,2
362,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,LEC,Ferrari,12,3
363,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,PER,Red Bull Racing,9,4
364,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,RUS,Mercedes,4,5
365,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,NOR,McLaren,6,6
366,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,ALO,Alpine,14,7
367,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,VET,Aston Martin,10,8
368,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,MAG,Haas F1 Team,13,9
369,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,TSU,AlphaTauri,19,10
370,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,OCO,Alpine,0,11
371,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,ZHO,Alfa Romeo,18,12
372,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,ALB,Williams,8,13
373,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,GAS,AlphaTauri,11,14
374,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,MSC,Haas F1 Team,16,15
375,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,RIC,McLaren,15,16
376,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,LAT,Williams,17,17
377,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,STR,Aston Martin,5,18
378,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,BOT,Alfa Romeo,7,19
379,2022,19,United States Grand Prix,Austin,Mid-Circuit,29.28529411764706,SAI,Ferrari,1,20
380,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,VER,Red Bull Racing,1,1
381,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,HAM,Mercedes,3,2
382,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,PER,Red Bull Racing,4,3
383,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,RUS,Mercedes,2,4
384,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,SAI,Ferrari,5,5
385,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,LEC,Ferrari,7,6
386,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,RIC,McLaren,11,7
387,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,OCO,Alpine,10,8
388,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,NOR,McLaren,8,9
389,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,BOT,Alfa Romeo,6,10
390,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,GAS,AlphaTauri,14,11
391,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,ALB,Williams,17,12
392,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,ZHO,Alfa Romeo,12,13
393,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,VET,Aston Martin,16,14
394,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,STR,Aston Martin,20,15
395,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,MSC,Haas F1 Team,15,16
396,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,MAG,Haas F1 Team,19,17
397,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,LAT,Williams,18,18
398,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,ALO,Alpine,9,19
399,2022,20,Mexico City Grand Prix,Mexico City,Mid-Circuit,24.312727272727276,TSU,AlphaTauri,13,20
400,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,RUS,Mercedes,1,1
401,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,HAM,Mercedes,2,2
402,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,SAI,Ferrari,7,3
403,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,LEC,Ferrari,5,4
404,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,ALO,Alpine,17,5
405,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,VER,Red Bull Racing,3,6
406,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,PER,Red Bull Racing,4,7
407,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,OCO,Alpine,16,8
408,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,BOT,Alfa Romeo,14,9
409,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,STR,Aston Martin,15,10
410,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,VET,Aston Martin,9,11
411,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,ZHO,Alfa Romeo,13,12
412,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,MSC,Haas F1 Team,12,13
413,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,GAS,AlphaTauri,10,14
414,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,ALB,Williams,19,15
415,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,LAT,Williams,18,16
416,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,TSU,AlphaTauri,0,17
417,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,NOR,McLaren,6,18
418,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,MAG,Haas F1 Team,8,19
419,2022,21,Sao Paulo Grand Prix,Sao Paulo,Mid-Circuit,23.01077844311377,RIC,McLaren,11,20
420,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,VER,Red Bull Racing,1,1
421,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,LEC,Ferrari,3,2
422,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,PER,Red Bull Racing,2,3
423,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,SAI,Ferrari,4,4
424,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,RUS,Mercedes,6,5
425,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,NOR,McLaren,7,6
426,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,OCO,Alpine,8,7
427,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,STR,Aston Martin,14,8
428,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,RIC,McLaren,13,9
429,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,VET,Aston Martin,9,10
430,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,TSU,AlphaTauri,11,11
431,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,ZHO,Alfa Romeo,15,12
432,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,ALB,Williams,19,13
433,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,GAS,AlphaTauri,17,14
434,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,BOT,Alfa Romeo,18,15
435,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,MSC,Haas F1 Team,12,16
436,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,MAG,Haas F1 Team,16,17
437,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,HAM,Mercedes,5,18
438,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,LAT,Williams,20,19
439,2022,22,Abu Dhabi Grand Prix,Yas Island,Mid-Circuit,28.575483870967748,ALO,Alpine,10,20
440,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,VER,Red Bull Racing,1,1
441,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,PER,Red Bull Racing,2,2
442,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,ALO,Aston Martin,5,3
443,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,SAI,Ferrari,4,4
444,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,HAM,Mercedes,7,5
445,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,STR,Aston Martin,8,6
446,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,RUS,Mercedes,6,7
447,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,BOT,Alfa Romeo,12,8
448,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,GAS,Alpine,20,9
449,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,ALB,Williams,15,10
450,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,TSU,AlphaTauri,14,11
451,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,SAR,Williams,16,12
452,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,MAG,Haas F1 Team,17,13
453,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,DEV,AlphaTauri,19,14
454,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,HUL,Haas F1 Team,10,15
455,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,ZHO,Alfa Romeo,13,16
456,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,NOR,McLaren,11,17
457,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,OCO,Alpine,9,18
458,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,LEC,Ferrari,3,19
459,2023,1,Bahrain Grand Prix,Sakhir,Mid-Circuit,27.43167701863354,PIA,McLaren,18,20
460,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,PER,Red Bull Racing,1,1
461,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,VER,Red Bull Racing,15,2
462,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,ALO,Aston Martin,2,3
463,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,RUS,Mercedes,3,4
464,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,HAM,Mercedes,7,5
465,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,SAI,Ferrari,4,6
466,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,LEC,Ferrari,12,7
467,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,OCO,Alpine,6,8
468,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,GAS,Alpine,9,9
469,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,MAG,Haas F1 Team,13,10
470,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,TSU,AlphaTauri,16,11
471,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,HUL,Haas F1 Team,10,12
472,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,ZHO,Alfa Romeo,11,13
473,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,DEV,AlphaTauri,18,14
474,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,PIA,McLaren,8,15
475,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,SAR,Williams,20,16
476,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,NOR,McLaren,19,17
477,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,BOT,Alfa Romeo,14,18
478,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,ALB,Williams,17,19
479,2023,2,Saudi Arabian Grand Prix,Jeddah,High-Street,26.09189189189189,STR,Aston Martin,5,20
480,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,VER,Red Bull Racing,1,1
481,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,HAM,Mercedes,3,2
482,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,ALO,Aston Martin,4,3
483,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,STR,Aston Martin,6,4
484,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,PER,Red Bull Racing,0,5
485,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,NOR,McLaren,13,6
486,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,HUL,Haas F1 Team,10,7
487,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,PIA,McLaren,16,8
488,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,ZHO,Alfa Romeo,17,9
489,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,TSU,AlphaTauri,12,10
490,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,BOT,Alfa Romeo,0,11
491,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,SAI,Ferrari,5,12
492,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,GAS,Alpine,9,13
493,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,OCO,Alpine,11,14
494,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,DEV,AlphaTauri,15,15
495,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,SAR,Williams,18,16
496,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,MAG,Haas F1 Team,14,17
497,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,RUS,Mercedes,2,18
498,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,ALB,Williams,8,19
499,2023,3,Australian Grand Prix,Melbourne,High-Street,17.449549549549552,LEC,Ferrari,7,20
500,2023,4,Azerbaijan Grand Prix,Baku,Low-Street,24.860625,PER,Red Bull Racing,3,1
501,2023,4,Azerbaijan Grand Prix,Baku,Low-Street,24.860625,VER,Red Bull Racing,2,2
502,2023,4,Azerbaijan Grand Prix,Baku,Low-Street,24.860625,LEC,Ferrari,1,3
503,2023,4,Azerbaijan Grand Prix,Baku,Low-Street,24.860625,ALO,Aston Martin,6,4
504,2023,4,Azerbaijan Grand Prix,Baku,Low-Street,24.860625,SAI,Ferrari,4,5
505,2023,4,Azerbaijan Grand Prix,Baku,Low-Street,24.860625,HAM,Mercedes,5,6
